
"id","comment","annotation"
"181","মুশফিক টিম ইন্ডিয়ার ব্যাটিং- ফ্রেন্ডলী বোলিং এর বিরুদ্ধে সবসময় ভাল করে দেখলাম","positive"
"181","মুশফিক টিম ইন্ডিয়ার ব্যাটিং- ফ্রেন্ডলী বোলিং এর বিরুদ্ধে সবসময় ভাল করে দেখলাম","positive"
"182","যেটি আমরা এখন বাজারে দেখছি একটি নেটের ঝুড়িতে ছোট ছোট ৮-১০ পিস করে বেচা কেনা হচছে","positive"
"182","যেটি আমরা এখন বাজারে দেখছি একটি নেটের ঝুড়িতে ছোট ছোট ৮-১০ পিস করে বেচা কেনা হচছে","ambiguous"
"183","দুজনেই পরিথিবির সেরা ....... আপনার পছনদের ঐ সব রোনালড এর বেল নাই","positive"
"183","দুজনেই পরিথিবির সেরা ....... আপনার পছনদের ঐ সব রোনালড এর বেল নাই","negative"
"184","নাটক শুরু হল","ambiguous"
"184","নাটক শুরু হল","ambiguous"
"185","আমি এতো ইমশোনাল কেন? জয় বাংলা","positive"
"185","আমি এতো ইমশোনাল কেন? জয় বাংলা","positive"
"186","৩-০ বাংলা ওয়াশ","positive"
"186","৩-০ বাংলা ওয়াশ","positive"
"187","সরকারসহ প্রশাসনকে সাবধানে থাকা উচিত দেশের স্বার্থে","positive"
"187","সরকারসহ প্রশাসনকে সাবধানে থাকা উচিত দেশের স্বার্থে","neutral"
"188","আমাদের প্রতি ভারত সরকারের এই অবিচার কোন ভাবে মেনে নেয়া যায় না","negative"
"188","আমাদের প্রতি ভারত সরকারের এই অবিচার কোন ভাবে মেনে নেয়া যায় না","negative"
"189","ঠিক বলেছেন, পুরুষ নির্যাতনের জন্য আইন করলে নারী অধিকার বিনষ্ট হবে কেন! তাহলে কি ধরে নেব, পুরুষ নির্যাতন করা নারীর অধিকার?","negative"
"189","ঠিক বলেছেন, পুরুষ নির্যাতনের জন্য আইন করলে নারী অধিকার বিনষ্ট হবে কেন! তাহলে কি ধরে নেব, পুরুষ নির্যাতন করা নারীর অধিকার?","negative"
"190","রাতে করে দিবো","ambiguous"
"190","রাতে করে দিবো","neutral"
"191","আর আমাদের দেশের বিচার বিভাগ তার উল্টো","negative"
"191","আর আমাদের দেশের বিচার বিভাগ তার উল্টো","ambiguous"
"192","এই র‌্যাব কি সেই র‌্যাব যাদের জনগণ ভরসা করতো ? যাদের উপস্তিথি জনমনে স্বস্থি দিতো ?","negative"
"192","এই র‌্যাব কি সেই র‌্যাব যাদের জনগণ ভরসা করতো ? যাদের উপস্তিথি জনমনে স্বস্থি দিতো ?","negative"
"193","জাল ভোট বা গণসিল মারা হলে নির্বাচন আর থাকে কি করে? এর চেয়ে ৫জানুয়ারি ভোটার বিহীন নির্বাচন ভাল ছিল তখন অন্তত ভোট হরিলুট হয়নি","negative"
"193","জাল ভোট বা গণসিল মারা হলে নির্বাচন আর থাকে কি করে? এর চেয়ে ৫জানুয়ারি ভোটার বিহীন নির্বাচন ভাল ছিল তখন অন্তত ভোট হরিলুট হয়নি","negative"
